region,clan,transect,distance,burn_state,date,time_start,time_end,baboon,buffalo,bushbuck,eland,elephant,giraffe,grants,hartebeest,hippo,impala,oribi,ostrich,reedbuck,thomsons,topi,warthog,waterbuck,wildebeest,zebra,other,banded_mongoose,bb_jackal,be_fox,cheetah,lion,spotted_hyena,ss_jackal,cow,shoat,carcass,comments
Conservancy,serena.n,RSP,3.22,Never,9/6/2013,4/28/2020 8:30,4/28/2020 8:54,0,0,0,0,0,0,0,0,1,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,
Narok,talek.w,W3,4,Never,9/16/2013,4/28/2020 8:18,4/28/2020 8:30,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,
Narok,mara.river,R1,4,Never,9/18/2013,4/28/2020 8:10,4/28/2020 8:18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,1,0,2,6,0,20,0,0,0,0,0,0,0,0,0,
Narok,mara.river,R2,4,Never,9/18/2013,4/28/2020 7:28,4/28/2020 8:03,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,
Conservancy,serena.s,S2,1.47,Never,9/18/2013,4/28/2020 8:16,4/28/2020 8:25,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.n,North,3,Never,9/20/2013,4/28/2020 7:02,4/28/2020 7:16,0,0,0,0,0,1,0,0,0,88,0,0,0,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.n,RSP,3.22,Never,9/20/2013,4/28/2020 8:32,4/28/2020 8:50,0,0,0,0,0,2,0,0,0,15,0,0,0,21,5,2,0,0,10,0,0,0,0,0,0,0,0,0,0,2,"""This buffalo carcass is from September 9th, there is some dried skin, all bones present and the skull. There is also a wildebeest carcass, adult, looks at least a week old, skull is broken, some skin, only a few bones including the ribs. ""; This buffalo carcass is from September 9th, there is some dried skin, all bones present and the skull. There is also a wildebeest carcass, adult, looks at least a week old, skull is broken, some skin, only a few bones including the ribs. "
Conservancy,happy.zebra,HZT,2,Never,9/24/2013,4/28/2020 8:08,4/28/2020 8:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Conservancy,happy.zebra,SST,5.4,NotBurned,9/24/2013,4/28/2020 8:43,4/28/2020 9:13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1598,91,0,0,0,0,0,0,2,0,0,0,1,
Narok,talek.w,WHIGH,4,Never,9/24/2013,4/28/2020 7:52,4/28/2020 8:07,0,0,0,0,0,0,4,0,0,0,0,0,0,26,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,
Narok,talek.w,WLOW,4,Never,9/24/2013,4/28/2020 7:26,4/28/2020 7:45,0,0,0,0,0,0,2,0,0,0,0,0,0,54,136,0,0,1,21,0,0,0,0,0,0,0,0,0,0,4,
Conservancy,happy.zebra,SST,5.4,NotBurned,10/1/2013,4/28/2020 8:18,4/28/2020 8:43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Both of these carcasses are just ribcages with some skin and the skulls.; Both of these carcasses are just ribcages with some skin and the skulls. 
Conservancy,serena.n,North,3,Never,10/2/2013,4/28/2020 8:17,4/28/2020 8:29,0,0,0,0,0,0,0,0,0,69,0,2,0,17,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.n,RSP,3.22,Never,10/2/2013,4/28/2020 7:46,4/28/2020 8:04,0,0,0,0,0,0,0,0,0,7,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"""This is the same old buffalo carcass that has been here since we did a carcass session with it on the 9th of September. There is only ribs, pelvis, skull, and a femur left, no skin or flesh. ""; This is the same old buffalo carcass that has been here since we did a carcass session with it on the 9th of September. There is only ribs, pelvis, skull, and a femur left, no skin or flesh. "
Conservancy,serena.s,S1,3.41,Never,10/3/2013,4/28/2020 8:26,4/28/2020 8:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,"""Both carcasses are adult wildebeest. The first is just the skull, ribs, and some skin. The second is just a skull and a pile of skin with possibly some bones. ""; Both carcasses are adult wildebeest. The first is just the skull, ribs, and some skin. The second is just a skull and a pile of skin with possibly some bones. "
Conservancy,serena.s,S2,1.47,Never,10/3/2013,4/28/2020 8:10,4/28/2020 8:16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,WHIGH,4,Never,10/3/2013,4/28/2020 8:21,4/28/2020 8:38,0,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,2,
Narok,talek.w,WLOW,4,Never,10/3/2013,4/28/2020 8:47,4/28/2020 9:04,0,0,0,0,0,0,0,0,0,0,0,0,0,80,8,0,0,94,0,0,0,0,0,0,0,0,0,0,0,2,
Narok,talek.w,W3,4,Never,10/4/2013,4/28/2020 7:23,4/28/2020 7:52,0,1,0,0,0,0,1,2,0,6,0,0,0,240,32,3,0,217,9,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,W3,4,Never,10/5/2013,4/28/2020 7:23,4/28/2020 7:52,0,1,0,0,0,0,1,2,0,6,0,0,0,240,32,3,0,217,9,0,0,2,0,0,0,0,0,0,0,0,
Narok,mara.river,R1,4,Never,10/8/2013,4/28/2020 8:01,4/28/2020 8:08,0,0,0,0,0,0,0,0,0,0,0,0,0,2,42,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,
Narok,mara.river,R2,4,Never,10/8/2013,4/28/2020 7:41,4/28/2020 7:55,0,8,0,0,0,0,6,1,0,12,0,0,0,38,34,14,4,0,10,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,HZT,2,Never,10/9/2013,4/28/2020 8:07,4/28/2020 8:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S2,1.47,Never,10/16/2013,4/28/2020 8:27,4/28/2020 8:33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,HZT,2,Never,10/17/2013,4/28/2020 7:59,4/28/2020 8:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,WHIGH,4,Never,10/17/2013,4/28/2020 7:12,4/28/2020 7:26,0,0,0,0,0,0,0,0,0,0,0,0,0,22,38,0,0,17,13,0,0,0,0,0,0,0,0,0,0,3,
Narok,talek.w,WLOW,4,Never,10/17/2013,4/28/2020 7:40,4/28/2020 7:56,0,0,0,0,0,0,0,0,0,9,0,0,0,18,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,
Conservancy,happy.zebra,SST,5.4,NotBurned,10/19/2013,4/28/2020 8:03,4/28/2020 8:39,0,0,0,0,2,0,0,0,0,0,1,0,0,0,20,11,0,0,123,0,0,0,0,0,0,0,0,0,0,1,"""This is a very old adult wildebeest carcass, just the ribcage, spine and skull is left with some skin on the ribcage. Mostly likely the same one as last time. ""; This is a very old adult wildebeest carcass, just the ribcage, spine and skull is left with some skin on the ribcage. Mostly likely the same one as last time. "
Conservancy,serena.n,North,3,Never,10/20/2013,4/28/2020 7:10,4/28/2020 7:21,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,W3,4,Never,10/21/2013,4/28/2020 7:51,4/28/2020 8:08,0,0,0,0,0,0,0,0,0,20,0,0,0,93,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,
Narok,mara.river,R1,4,Never,10/23/2013,4/28/2020 8:03,4/28/2020 8:18,0,0,0,0,0,0,1,0,0,0,0,0,0,7,28,0,0,90,52,0,0,0,0,0,0,2,0,0,0,0,
Narok,mara.river,R2,4,Never,10/23/2013,4/28/2020 7:18,4/28/2020 7:49,0,0,0,0,0,0,0,0,0,0,0,0,0,68,31,3,0,15,3,0,0,0,0,0,0,3,0,0,0,0,
Conservancy,serena.n,RSP,3.22,Never,10/25/2013,4/28/2020 8:05,4/28/2020 8:28,0,2,0,0,0,0,0,0,0,13,0,0,0,28,3,9,0,0,7,0,0,0,0,0,0,14,0,0,0,1,"""This carcass is a very old adult buffalo carcass, same one from before (from carcass session sept 9th. Just ribs, spine, and skull, no skin or flesh left, don??????t see any leg bones.  ""; This carcass is a very old adult buffalo carcass, same one from before (from carcass session sept 9th. Just ribs, spine, and skull, no skin or flesh left, donƒ??t see any leg bones.  "
Conservancy,serena.s,S1,3.41,Never,10/26/2013,4/28/2020 8:13,4/28/2020 8:30,0,3,0,0,7,0,0,0,0,0,0,0,0,1,1,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S1,3.41,Never,11/1/2013,4/28/2020 7:36,4/28/2020 7:56,0,33,0,0,4,0,0,0,0,0,2,0,0,0,2,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S2,1.47,Never,11/1/2013,4/28/2020 8:15,4/28/2020 8:22,0,0,0,0,0,0,0,0,0,1,0,0,0,14,13,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,HZT,2,Never,11/2/2013,4/28/2020 7:06,4/28/2020 7:16,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,SST,5.4,NotBurned,11/2/2013,4/28/2020 7:33,4/28/2020 7:55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.n,North,3,Never,11/3/2013,4/28/2020 7:40,4/28/2020 8:05,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,25,0,33,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,WHIGH,4,Never,11/3/2013,4/28/2020 7:37,4/28/2020 7:57,0,0,0,0,0,0,5,0,0,2,0,0,0,99,11,0,0,0,27,0,0,2,0,0,0,0,0,0,0,3,
Narok,talek.w,WLOW,4,Never,11/3/2013,4/28/2020 8:07,4/28/2020 8:23,0,0,0,0,0,0,0,0,0,0,0,0,0,58,39,0,0,43,38,0,0,0,0,0,0,0,0,0,0,1,
Conservancy,serena.n,RSP,3.22,Never,11/5/2013,4/28/2020 7:12,4/28/2020 7:29,0,2,0,0,0,0,0,0,0,0,0,0,0,46,7,2,0,0,2,0,0,0,2,0,0,3,0,0,0,1,"""This is the same old buffalo carcass that has been here since we did a carcass session with it on the 9th of September. There is only ribs, pelvis, and the skull left no skin or flesh. ""; This is the same old buffalo carcass that has been here since we did a carcass session with it on the 9th of September. There is only ribs, pelvis, and the skull left no skin or flesh. "
Narok,talek.w,W3,4,Never,11/6/2013,4/28/2020 8:16,4/28/2020 8:28,0,0,0,0,0,0,0,0,0,1,0,0,0,32,1,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,
Narok,mara.river,R1,4,Never,11/10/2013,4/28/2020 7:18,4/28/2020 7:25,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,
Narok,mara.river,R2,4,Never,11/10/2013,4/28/2020 8:02,4/28/2020 8:14,0,2,0,1,0,0,0,0,0,5,0,0,0,54,4,7,0,33,11,0,5,0,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,HZT,2,Never,11/16/2013,4/28/2020 7:27,4/28/2020 7:54,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,W3,4,Never,11/16/2013,4/28/2020 7:44,4/28/2020 8:01,0,0,0,0,0,0,0,0,0,1,0,0,0,41,8,3,0,331,6,0,0,0,0,0,0,0,0,0,0,1,
Conservancy,serena.n,North,3,Never,11/17/2013,4/28/2020 7:18,4/28/2020 7:37,0,3,0,0,0,0,0,0,0,0,0,0,0,9,1,0,10,0,23,0,0,2,0,0,0,0,0,0,0,0,
Narok,mara.river,R1,4,Never,11/18/2013,4/28/2020 7:24,4/28/2020 7:32,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,mara.river,R2,4,Never,11/18/2013,4/28/2020 7:37,4/28/2020 7:47,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,50,4,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S2,1.47,Never,11/18/2013,4/28/2020 7:36,4/28/2020 7:47,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,915,67,0,0,5,0,0,0,0,0,0,0,0,
Conservancy,serena.n,RSP,3.22,Never,11/20/2013,4/28/2020 7:34,4/28/2020 7:51,0,0,0,0,0,0,0,0,0,17,0,0,0,17,7,3,0,892,17,0,0,0,2,0,0,0,0,0,0,0,
Conservancy,serena.s,S1,3.41,Never,11/22/2013,4/28/2020 8:16,4/28/2020 8:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,151,13,0,0,1,0,0,0,1,0,0,0,1,"""This is a fresh wildebeest carcass, there is not much left, just the spine and ribs, there are no legs or organs, and I cannot see the head though it may be tucked under. It looks very fresh though and there is still a tiny bit of flesh left on the ribs; This is a fresh wildebeest carcass, there is not much left, just the spine and ribs, there are no legs or organs, and I cannot see the head though it may be tucked under. It looks very fresh though and there is still a tiny bit of flesh left on the ribs in addition to skin."
Conservancy,happy.zebra,SST,5.4,NotBurned,11/23/2013,4/28/2020 7:23,4/28/2020 7:56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,WHIGH,4,Never,11/24/2013,4/28/2020 7:49,4/28/2020 8:03,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,149,8,0,0,0,0,0,0,0,0,0,0,3,
Narok,talek.w,WLOW,4,Never,11/24/2013,4/28/2020 8:11,4/28/2020 8:27,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2,0,0,467,0,0,0,0,0,0,0,0,0,0,0,2,
Conservancy,serena.n,North,3,Never,12/3/2013,4/28/2020 7:35,4/28/2020 7:54,0,0,0,0,0,2,0,0,0,4,0,0,0,22,0,0,7,0,105,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,WHIGH,4,Never,12/4/2013,4/28/2020 7:56,4/28/2020 8:11,0,0,0,0,0,0,2,0,0,0,0,0,0,16,29,0,0,7,21,0,0,0,0,0,0,0,0,0,0,6,
Narok,talek.w,WLOW,4,Never,12/4/2013,4/28/2020 8:19,4/28/2020 8:36,0,0,0,0,0,2,0,0,0,0,0,0,0,15,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,
Narok,mara.river,R1,4,Never,12/5/2013,4/28/2020 8:24,4/28/2020 8:28,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S1,3.41,Never,12/5/2013,4/28/2020 8:02,4/28/2020 8:21,0,0,0,0,4,0,0,0,0,0,0,0,0,1,2,10,0,1,48,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,W3,4,Never,12/5/2013,4/28/2020 7:54,4/28/2020 8:08,0,0,0,0,0,2,0,0,0,1,0,0,0,80,5,0,0,104,2,0,0,0,0,0,0,0,0,0,0,0,
Narok,mara.river,R2,4,Never,12/5/2013,4/28/2020 7:33,4/28/2020 7:49,0,0,0,0,0,0,0,0,0,7,0,0,0,24,7,0,0,259,13,0,0,0,0,0,0,0,0,0,0,2,
Conservancy,happy.zebra,HZT,2,Never,12/7/2013,4/28/2020 7:35,4/28/2020 7:44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,75,51,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,SST,5.4,NotBurned,12/7/2013,4/28/2020 8:19,4/28/2020 8:43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,427,166,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.n,RSP,3.22,Never,12/8/2013,4/28/2020 8:16,4/28/2020 8:34,0,0,0,0,1,0,0,0,0,0,0,0,0,38,0,6,0,0,21,0,0,0,1,0,0,0,0,0,0,0,
Conservancy,serena.s,S2,1.47,Never,12/9/2013,4/28/2020 8:20,4/28/2020 8:28,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,64,70,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S2,1.47,Never,12/16/2013,4/28/2020 7:24,4/28/2020 7:30,0,3,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,0,63,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S1,3.41,Never,12/19/2013,4/28/2020 7:51,4/28/2020 8:05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,W3,4,Never,12/20/2013,4/28/2020 8:04,4/28/2020 8:18,0,0,0,0,0,0,0,0,0,4,0,0,0,30,15,2,0,0,30,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,WHIGH,4,Never,12/23/2013,4/28/2020 8:15,4/28/2020 8:28,0,0,0,0,0,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
Narok,talek.w,WLOW,4,Never,12/23/2013,4/28/2020 8:37,4/28/2020 8:50,0,0,0,0,0,0,1,0,0,0,0,0,0,105,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
Conservancy,serena.n,North,3,Never,12/24/2013,4/28/2020 8:00,4/28/2020 8:15,0,3,0,0,0,0,0,0,0,71,0,0,0,12,41,4,29,0,0,0,9,0,0,0,0,0,0,0,0,0,
Conservancy,serena.n,RSP,3.22,Never,12/24/2013,4/28/2020 8:22,4/28/2020 8:39,0,2,0,0,0,0,0,0,0,0,0,0,0,23,4,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Narok,mara.river,R1,4,Never,12/26/2013,4/28/2020 7:15,4/28/2020 7:25,0,0,0,0,0,0,1,0,0,0,0,0,0,8,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,
Narok,mara.river,R2,4,Never,12/26/2013,4/28/2020 7:28,4/28/2020 7:43,0,7,0,0,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,HZT,2,Never,12/27/2013,4/28/2020 8:14,4/28/2020 8:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,SST,5.4,NotBurned,12/27/2013,4/28/2020 7:13,4/28/2020 7:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,HZT,2,Never,1/4/2014,4/28/2020 8:25,4/28/2020 8:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,W3,4,Never,1/4/2014,4/28/2020 7:49,4/28/2020 8:02,0,0,0,0,0,0,0,0,0,7,0,0,0,38,14,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S1,3.41,Never,1/5/2014,4/28/2020 7:52,4/28/2020 8:07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S2,1.47,Never,1/5/2014,4/28/2020 7:30,4/28/2020 7:36,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,WHIGH,4,Never,1/5/2014,4/28/2020 7:50,4/28/2020 8:02,0,0,0,0,0,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"old wildebeest skull, spine, ribs and 1 leg with some skin and fur (we've seen this one before)"
Narok,talek.w,WLOW,4,Never,1/5/2014,4/28/2020 8:10,4/28/2020 8:27,0,0,0,0,0,0,0,0,0,0,0,0,0,172,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"3 old wildebeest carcasses, 1 possible old cow carcass, 1 unknown old skeleton"
Conservancy,serena.n,North,3,Never,1/6/2014,4/28/2020 7:20,4/28/2020 7:34,0,22,0,0,0,1,0,0,0,124,0,0,0,6,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,
Conservancy,serena.n,RSP,3.22,Never,1/6/2014,4/28/2020 7:42,4/28/2020 8:03,0,2,0,0,0,0,0,0,0,6,0,0,0,33,16,17,0,0,0,0,0,0,0,0,2,0,0,0,0,0,I paused the transect from 0743-0748 to get ID shots of the lions; I paused the transect from 0743-0748 to get ID shots of the lions.
Narok,mara.river,R1,4,Never,1/7/2014,4/28/2020 8:17,4/28/2020 8:25,0,0,0,0,0,0,0,0,0,64,0,0,0,24,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,mara.river,R2,4,Never,1/7/2014,4/28/2020 7:57,4/28/2020 8:07,0,0,0,0,0,0,0,0,0,18,0,0,0,71,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,SST,5.4,NotBurned,1/8/2014,4/28/2020 7:34,4/28/2020 7:55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,WHIGH,4,Never,1/16/2014,4/28/2020 7:50,4/28/2020 8:02,0,0,0,0,0,0,8,0,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"This is a wildebeest carcass that has been here for weeks; skin, bones and part of the head remain"
Narok,talek.w,WLOW,4,Never,1/16/2014,4/28/2020 8:09,4/28/2020 8:24,0,0,0,0,0,0,0,0,0,0,0,0,0,108,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,"1 old juvenile wildebeest carcass, 2 old adult wildebeest carcasses"
Conservancy,happy.zebra,HZT,2,Never,1/17/2014,4/28/2020 7:13,4/28/2020 7:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,I paused the transect from 0721-0724 to ID the hyenas; I paused the transect from 0721-0724 to ID the hyenas. 
Conservancy,happy.zebra,SST,5.4,NotBurned,1/17/2014,4/28/2020 7:50,4/28/2020 8:12,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S1,3.41,Never,1/19/2014,4/28/2020 8:06,4/28/2020 8:31,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I paused the transect from 0812-0819 to let the elephants cross the track; I paused the transect from 0812-0819 to let the elephants cross the track. 
Conservancy,serena.s,S2,1.47,Never,1/19/2014,4/28/2020 7:13,4/28/2020 7:21,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,
Narok,talek.w,W3,4,Never,1/19/2014,4/28/2020 8:00,4/28/2020 8:12,0,0,0,0,0,0,0,0,0,4,0,0,0,89,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.n,North,3,Never,1/20/2014,4/28/2020 7:56,4/28/2020 8:08,0,10,0,0,0,0,0,0,0,66,0,0,0,32,30,5,49,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,mara.river,R1,4,Never,1/21/2014,4/28/2020 7:30,4/28/2020 7:37,0,0,0,0,0,0,0,0,0,10,0,0,0,34,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,mara.river,R2,4,Never,1/21/2014,4/28/2020 7:00,4/28/2020 7:14,0,0,0,0,0,0,0,0,0,165,0,0,0,90,76,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.n,RSP,3.22,Never,1/30/2014,4/28/2020 8:27,4/28/2020 8:50,0,0,0,0,0,0,0,0,0,1,0,0,0,23,3,11,0,0,0,0,7,0,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,HZT,2,Never,2/1/2014,4/28/2020 7:01,4/28/2020 7:13,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,SST,5.4,NotBurned,2/1/2014,4/28/2020 7:50,4/28/2020 8:13,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S1,3.41,Never,2/2/2014,4/28/2020 7:53,4/28/2020 8:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S2,1.47,Never,2/2/2014,4/28/2020 7:39,4/28/2020 7:45,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,W3,4,Never,2/3/2014,4/28/2020 7:16,4/28/2020 7:30,0,0,0,0,0,0,2,0,0,7,0,0,0,34,26,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,
Conservancy,serena.n,North,3,Never,2/5/2014,4/28/2020 7:41,4/28/2020 7:50,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.n,RSP,3.22,Never,2/5/2014,4/28/2020 7:14,4/28/2020 7:36,0,0,0,0,0,0,0,0,0,31,0,0,0,85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,WHIGH,4,Never,2/5/2014,4/28/2020 7:27,4/28/2020 7:47,0,0,0,0,0,0,0,0,0,0,0,0,0,36,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3 wildebeest carcasses and 1 zebra carcass
Narok,talek.w,WLOW,4,Never,2/5/2014,4/28/2020 7:57,4/28/2020 8:13,0,0,0,0,0,0,0,0,0,0,0,0,0,173,8,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,3 old wildebeest carcasses
Narok,mara.river,R1,4,Never,2/7/2014,4/28/2020 8:37,4/28/2020 8:44,0,0,0,0,0,0,0,0,0,19,0,0,0,32,104,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
Narok,mara.river,R2,4,Never,2/7/2014,4/28/2020 7:42,4/28/2020 7:58,0,3,0,0,0,0,0,0,0,49,0,0,0,42,28,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,The other is a hare
Conservancy,happy.zebra,HZT,2,Never,2/16/2014,4/28/2020 7:47,4/28/2020 7:57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S2,1.47,Never,2/17/2014,4/28/2020 8:38,4/28/2020 8:45,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
